PartitionKey,RowKey,CreatedOn,Platform,RewardId,Carrier,DeviceCarrier
"20220412_14_1","815bd78e-c3f8-43e3-b2e4-47a76b7db46a","2022-04-12T14:01:59.6207165Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","5f50be25-7078-4e98-a35e-0cea14447a6a","2022-04-12T14:01:59.7228218Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","a4658db0-9f17-4ef2-9d98-b357e31aeb18","2022-04-12T14:01:59.503761Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","7c914ed1-6b65-466e-96ba-b2f5507ea135","2022-04-12T14:01:59.5054401Z","android","3871","T-Mobile","unknown"
"20220412_14_1","0094b155-a278-4f3a-b522-c7f1a2f99cc3","2022-04-12T14:01:59.612113Z","ios","3868","XP","t-mobile"
"20220412_14_1","10662b86-21c3-46f6-a90b-e055a6ce5013","2022-04-12T14:01:59.6766386Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","707d9557-7d6c-49c1-8121-7dbeafadb644","2022-04-12T14:01:59.6680734Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","14fa20e7-3484-4425-9d23-98a1f45ecacb","2022-04-12T14:01:59.7026004Z","android","3871","T-Mobile","t-mobile"
"20220412_14_1","097d266d-9c00-4957-87e6-2b8e126d864f","2022-04-12T14:01:59.7907565Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","22caca4f-6278-4295-b65d-004233905300","2022-04-12T14:01:59.7702521Z","ios","3866","T-Mobile","t-mobile"
"20220412_14_1","2924e112-820b-4c86-a753-0cf90e77f913","2022-04-12T14:01:59.9477306Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","45c4a7ca-1081-4dbe-b396-0f935ea0d9ae","2022-04-12T14:02:00.6393231Z","android","3870","T-Mobile","t-mobile"
"20220412_14_1","4ea03c56-975b-465b-9115-324569725a12","2022-04-12T14:02:00.7003009Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","bc982c30-11d7-41ea-92b5-efce344a4395","2022-04-12T14:02:00.8120223Z","android","3872","XP","t-mobile"
"20220412_14_1","13dfbc39-28c2-4ef2-9a23-57eb3815f963","2022-04-12T14:02:01.0220319Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","25e0df29-7e99-4053-ba21-b8aafb2c784e","2022-04-12T14:02:01.0877685Z","android","3870","T-Mobile","t-mobile"
"20220412_14_1","bcb5fc9e-017e-42a0-abb4-a7a3fa8c564c","2022-04-12T14:02:01.0068245Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","087cd523-59dc-409e-a01e-fd42fdcd07a1","2022-04-12T14:02:01.1171985Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","f26bd0b6-525f-4a35-bc9d-a7ba6c22b9af","2022-04-12T14:02:01.3292218Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","1d2caad8-ead8-418e-8fb1-13bd104e84c0","2022-04-12T14:02:01.4441827Z","android","3865","XP","t-mobile"
"20220412_14_1","a50e0e80-c04f-433b-a049-6291ab3fc54b","2022-04-12T14:02:01.6249415Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","110a24c5-9427-4ef8-9b68-34a74a2937cb","2022-04-12T14:02:01.4442298Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","64b9f70e-ee42-4939-bf0d-27278627507a","2022-04-12T14:02:01.4601944Z","android","3869","T-Mobile","t-mobile"
"20220412_14_1","95a4330d-6e45-45c4-a2f0-b5e24550428f","2022-04-12T14:02:01.5670111Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","e7db4d53-39d2-4e8a-9b01-ef0c6dc44a85","2022-04-12T14:02:01.5746529Z","ios","3871","T-Mobile","t-mobile"
"20220412_14_1","415a4a1f-0023-4568-839c-d4f76d1a59d6","2022-04-12T14:02:01.6918389Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","f153acdc-4b0d-4354-9d0e-f2c52e11f8eb","2022-04-12T14:02:01.7642375Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","b5f8b776-9de6-4b47-9883-d969b6c29430","2022-04-12T14:02:01.6565887Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","85339ee1-1f4f-4e7a-8757-e25099dc0d05","2022-04-12T14:02:01.6697128Z","ios","3872","Sprint","sprint"
"20220412_14_1","8fc56570-8370-4cb3-a172-f564287daf76","2022-04-12T14:02:01.7578063Z","android","3869","T-Mobile","t-mobile"
"20220412_14_1","cf126a41-e580-4eb7-8728-e5509d06216d","2022-04-12T14:02:01.8316355Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","4b15ed1f-0753-467a-a537-f883029b816c","2022-04-12T14:02:01.7854276Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","17c0986c-7bb3-4630-834c-0dcf5fb36ead","2022-04-12T14:02:01.938162Z","android","3865","T-Mobile","t-mobile"
"20220412_14_1","bb9636e3-7c3c-4743-b71e-f40d1f2a3e09","2022-04-12T14:02:01.8671658Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","360d7170-c76c-4b07-b1dc-349492243073","2022-04-12T14:02:01.8933823Z","ios","3868","Metro","Metro"
"20220412_14_1","93dba0bb-d32a-407d-b6f2-45c6abc4cd72","2022-04-12T14:02:01.9292173Z","ios","3868","T-Mobile","unknown"
"20220412_14_1","5a0432b9-fe61-4a0f-9380-3e3cab90494b","2022-04-12T14:02:01.9655707Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","df0c921d-301b-41d9-b862-c9984fa50d0b","2022-04-12T14:02:02.0428617Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","b0536449-3b16-4174-afb0-e8429f1746c8","2022-04-12T14:02:02.055078Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","36df6bc4-c915-43da-9133-28aa81c6ecc0","2022-04-12T14:02:02.2146927Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","a8899825-5a81-4fce-abb9-313b7b73bac4","2022-04-12T14:02:02.202868Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","7156c37b-0781-4947-9787-7ef11bee46a8","2022-04-12T14:02:02.283341Z","android","3869","T-Mobile","t-mobile"
"20220412_14_1","b0b9e890-640e-492a-97fe-b92295b820d4","2022-04-12T14:02:02.7162497Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","247342d0-268c-45eb-8a72-5694cb4bd58f","2022-04-12T14:02:02.8249446Z","android","3868","XP","t-mobile"
"20220412_14_1","0acbd62b-1068-4812-a206-bd738dabe4b3","2022-04-12T14:02:02.9385156Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","4ba8b886-67e4-4809-a608-25e1fb9175e4","2022-04-12T14:02:02.896513Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","1c5b8f52-1e47-438e-98ea-c9329e34f6cb","2022-04-12T14:02:03.086969Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","cf647a17-1ccd-474e-931b-041e397b9035","2022-04-12T14:02:03.0554974Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","e1f7b66f-66e8-4af9-9baf-985c48b62826","2022-04-12T14:02:03.1769892Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","64685f95-3eaa-4aee-b5bc-bd1651e3b92a","2022-04-12T14:02:02.9822298Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","4ddcb228-740e-411a-8447-eaceaa4f5415","2022-04-12T14:02:03.062523Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","749dbb5a-659a-44ec-bdce-c2a95523ad29","2022-04-12T14:02:03.4994476Z","ios","3869","Metro","Metro"
"20220412_14_1","c899f585-ba84-4c27-959c-a45a7cc64352","2022-04-12T14:02:03.5530459Z","android","3869","T-Mobile","t-mobile"
"20220412_14_1","c2653c74-0592-416b-9913-4339d0cb1610","2022-04-12T14:02:03.6475089Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","2fd587d4-1fec-4f5c-b692-767b502c4d29","2022-04-12T14:02:03.7320297Z","ios","3871","T-Mobile","t-mobile"
"20220412_14_1","0843e4cd-a72b-47ab-b2d8-5b9f83a002fe","2022-04-12T14:02:03.6611438Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","e74b34e3-d5e3-4e12-9180-f4d9d022976b","2022-04-12T14:02:03.7019104Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","c7d3e183-a068-4f84-8b57-25b1dc2f4731","2022-04-12T14:02:03.7656772Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","72ce963d-d3be-4598-ad11-d1973ef20440","2022-04-12T14:02:03.7364863Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","5dac5bab-4312-4e97-b616-57461f9c5625","2022-04-12T14:02:03.8618483Z","android","3671","XP","t-mobile"
"20220412_14_1","73067b31-8baf-4b63-a901-1293c3be4dbe","2022-04-12T14:02:03.8520035Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","8ff6c760-7f2a-4d4d-a074-4e0044bdc3ce","2022-04-12T14:02:03.9404509Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","dab83503-8a81-4f96-bf51-c48f677c2190","2022-04-12T14:02:04.0419358Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","88cfc338-9196-46bc-b84f-5cb16dc5f224","2022-04-12T14:02:04.1630997Z","ios","3870","XP","t-mobile"
"20220412_14_1","eadb893d-87a8-474f-928b-143916f6a43b","2022-04-12T14:02:04.1192729Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","d9537222-baa9-4d15-8b71-72fffe903f94","2022-04-12T14:02:04.2525957Z","ios","3868","T-Mobile","unknown"
"20220412_14_1","2bf34278-e5b1-4bd4-8025-9dd602e33464","2022-04-12T14:02:04.4403777Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","1f637d00-254d-417a-84a6-d1c8f124b2c7","2022-04-12T14:02:04.2757559Z","android","3869","T-Mobile","t-mobile"
"20220412_14_1","746763fa-046a-4188-9203-f765e23bf466","2022-04-12T14:02:04.297004Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","0eba9716-c147-498f-a885-9d81ccb56cb5","2022-04-12T14:02:04.3003597Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","41f302fb-deb0-45c0-b2fa-ca0aedae0dcb","2022-04-12T14:02:04.4489469Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","2c0bda76-09d3-4e7c-b0a5-acd8bfe7de9a","2022-04-12T14:02:05.2064427Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","54094ddb-4bb2-497f-8d6a-b1cedcd22570","2022-04-12T14:02:05.1224527Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","58614cb4-69f6-4b93-ba7f-355b5e5da6c6","2022-04-12T14:02:05.1933854Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","ef7e2f89-e257-4958-a62f-f9eacd225c8d","2022-04-12T14:02:05.2797001Z","ios","3871","T-Mobile","t-mobile"
"20220412_14_1","cf7313c2-c31c-4229-a7bb-96cbd7229ce0","2022-04-12T14:02:05.3874068Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","8b87e05e-215d-4ac3-9e01-c68e19b71aaf","2022-04-12T14:02:05.3584181Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","964306e2-4754-481c-a833-19d215abf957","2022-04-12T14:02:05.3857091Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","cb2807bb-f8b5-42f4-a14c-43d85cd2478c","2022-04-12T14:02:05.7562364Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","607595d9-eca2-44eb-a8d7-e37d8e559893","2022-04-12T14:02:05.8393125Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","bd7f0a84-2ca4-43ed-89b3-7cbe32a918f7","2022-04-12T14:02:05.8440615Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","8b13f93a-0003-46a4-b10a-809cfad5c4a7","2022-04-12T14:02:05.8917217Z","ios","3869","Sprint","sprint"
"20220412_14_1","4d72d47f-4a7f-4a07-8392-c43b0a2d86e4","2022-04-12T14:02:05.9222939Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","e6db8bcb-d3fa-4501-9a24-c04b5a3e947c","2022-04-12T14:02:05.879521Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","eae126b5-f467-4c85-9e59-253adfae1061","2022-04-12T14:02:05.9802335Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","0e9f4bbb-b31e-4b47-9811-c87d4ea4a6e2","2022-04-12T14:02:05.972926Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","a92aaf82-ba9b-4968-8b28-bb5d7d721165","2022-04-12T14:02:06.1417565Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","4e084a32-9f02-482f-88d1-3e91a706e381","2022-04-12T14:02:06.0588442Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","9df7f93c-863c-4c94-bd4c-660a3edd6d0b","2022-04-12T14:02:06.1360417Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","d8df1572-321e-4b34-88a3-a3ec6bc2d4ac","2022-04-12T14:02:06.114919Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","9bed8254-53d8-4150-accf-8fc97a71053b","2022-04-12T14:02:06.2582818Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","709b2197-f65d-4bff-b801-68d8310dfcac","2022-04-12T14:02:06.2576045Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","24d3b596-3445-4eea-9b95-0ce927792dad","2022-04-12T14:02:06.1926159Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","8d3a935b-3ad2-408a-8160-c469a40f7f17","2022-04-12T14:02:06.2613609Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","9725134c-2ca1-4f63-b3a2-30776792d8a2","2022-04-12T14:02:06.3562178Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","5dde34ac-321a-479f-a868-f6d4e4c65103","2022-04-12T14:02:06.218237Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","33244e4a-2398-445f-9b48-bb6929fc07d8","2022-04-12T14:02:06.3832128Z","android","3869","T-Mobile","t-mobile"
"20220412_14_1","559238ee-a5db-41eb-9564-bb4368353bf6","2022-04-12T14:02:06.4702857Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","0ea7e8e0-149e-4900-8e98-b1ce0388f4a6","2022-04-12T14:02:06.4985574Z","ios","3868","XP","t-mobile"
"20220412_14_1","958b2bce-ef9f-4e60-aa82-53478730ea17","2022-04-12T14:02:06.9055106Z","ios","3868","Sprint","sprint"
"20220412_14_1","ad6e0f47-c4e4-4d1f-b72f-6370b5d3b927","2022-04-12T14:02:07.2646372Z","android","3870","T-Mobile","t-mobile"
"20220412_14_1","6f5ba398-cc40-44bd-b2d2-ef1a4025c101","2022-04-12T14:02:07.2748838Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","ef7d1b54-965b-4b83-8a6a-60af93be675a","2022-04-12T14:02:07.3070391Z","ios","3869","Metro","Metro"
"20220412_14_1","05a11692-3f8c-4dc0-af87-317ab9e3b8e3","2022-04-12T14:02:07.3890468Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","b45a944f-ca84-41a3-a375-5f9c4073ac6b","2022-04-12T14:02:07.3750934Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","afc1e753-041b-4bb2-bf30-a93cc25ba2cc","2022-04-12T14:02:07.4759008Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","c639cd77-66ed-4555-b4cf-f797003d0e13","2022-04-12T14:02:07.4236535Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","3d8a9e4f-d716-488d-ab12-6f00d9b2255a","2022-04-12T14:02:07.4458894Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","59b634f4-f8e4-41d5-86a7-eefdd5bc380b","2022-04-12T14:02:07.6883331Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","031e17cd-1aa7-431d-975f-82a4424e911d","2022-04-12T14:02:07.7022862Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","8137d614-42a1-4be4-98f1-15522a3c54cf","2022-04-12T14:02:07.8829046Z","android","3870","T-Mobile","t-mobile"
"20220412_14_1","6133a85a-4275-4137-88f2-ac6f7e44f886","2022-04-12T14:02:07.8966283Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","2ba2dae6-231b-498d-998a-783a43062e3a","2022-04-12T14:02:07.8399368Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","3f0de09e-063a-42b9-8ce9-1797fa8d79da","2022-04-12T14:02:07.7708367Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","477c330c-4f6e-40d0-8920-51c31a168840","2022-04-12T14:02:07.7809186Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","9011937c-29c1-4a99-97cb-94dcf96b30ce","2022-04-12T14:02:07.9728766Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","3e3a2ba1-1b11-44c7-9f34-208f4e328ec3","2022-04-12T14:02:07.9903295Z","ios","3868","XP","t-mobile"
"20220412_14_1","5ee3f8e6-ce7c-49f8-aaaa-c0879fb338ba","2022-04-12T14:02:07.9542953Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","63f6ea77-b38f-460c-854b-978b65f2bdfb","2022-04-12T14:02:08.1912076Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","5a58e2ed-97a2-452c-b3f5-6bbea240e963","2022-04-12T14:02:08.2754909Z","android","3871","T-Mobile","t-mobile"
"20220412_14_1","519e9d1c-7813-4f73-8e62-00c39a532311","2022-04-12T14:02:08.3878706Z","android","3869","T-Mobile","t-mobile"
"20220412_14_1","c4c34212-4ef6-44d6-b5f4-db8a49f8e790","2022-04-12T14:02:08.4575388Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","aa70e6bf-c448-4cc9-adf3-560c239da461","2022-04-12T14:02:08.2109896Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","c29b0292-e817-4c7f-98f7-4346d637ac43","2022-04-12T14:02:08.2679426Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","4e80dfac-efd5-4a46-bc81-7f2a5ea58122","2022-04-12T14:02:08.3696088Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","40d88dd0-adff-4355-9b3b-128d03a6959e","2022-04-12T14:02:08.4931804Z","ios","3865","XP","t-mobile"
"20220412_14_1","84be7870-70c4-4fc6-992b-dd3d77174289","2022-04-12T14:02:08.2788903Z","android","3869","T-Mobile","t-mobile"
"20220412_14_1","a9ba717e-9543-4da5-b598-19dcab713222","2022-04-12T14:02:08.3333843Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","141a7fbd-b524-41c2-acff-0264e1e1a63e","2022-04-12T14:02:08.3642476Z","ios","3874","T-Mobile","t-mobile"
"20220412_14_1","62cf0acf-f7f3-4bdf-b6cb-09138ce649f0","2022-04-12T14:02:08.3369887Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","68c17573-4fed-4e45-8f17-459a8ef96314","2022-04-12T14:02:08.2911114Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","d9a6d1ed-e4ba-4a63-ac3c-493ea28c083e","2022-04-12T14:02:08.345838Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","84b714a8-5499-4a42-825d-3ffe7d2604df","2022-04-12T14:02:08.5685889Z","ios","3870","XP","t-mobile"
"20220412_14_1","4a7a554e-04f5-40ff-8d9e-8c4d4cf641e4","2022-04-12T14:02:08.5650483Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","5ba3a6a4-a8e9-4a46-bb7e-079a9b1d09be","2022-04-12T14:02:08.4655419Z","android","3868","XP","t-mobile"
"20220412_14_1","376d1ec5-8ead-4db0-a26c-aa217c97094a","2022-04-12T14:02:08.5962879Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","82a42d5e-42f9-4de7-9b1a-5286b8a06c2b","2022-04-12T14:02:08.5675882Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","af2d1a1b-2f52-439b-976c-2f62a4c8aa25","2022-04-12T14:02:08.5434134Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","74d180b8-b817-450d-bb42-7c77168bd3f3","2022-04-12T14:02:08.9430309Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","2df2b35e-022c-4716-bda2-d80df7b74c47","2022-04-12T14:02:08.9661383Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","11e1a17d-bb94-48cd-97bc-31b089cb6f7a","2022-04-12T14:02:09.0662347Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","860ea96f-4390-4756-8dd0-adcb2ee83385","2022-04-12T14:02:09.7067013Z","ios","3866","T-Mobile","t-mobile"
"20220412_14_1","63005d13-5708-4a06-ae22-f14f3e1a86db","2022-04-12T14:02:09.6330163Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","53e09b63-a5ff-4d02-9de6-135b24c9abf4","2022-04-12T14:02:09.5887055Z","ios","3868","XP","t-mobile"
"20220412_14_1","8d4c7952-d041-4e2e-9ed4-f861410a4dc1","2022-04-12T14:02:09.7388709Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","d541e44d-3925-464b-9fa7-4b20d0ee35b0","2022-04-12T14:02:09.6936696Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","9b2c96b3-5ff4-4897-ae0d-d06464c65e8b","2022-04-12T14:02:09.8164768Z","android","3870","T-Mobile","t-mobile"
"20220412_14_1","936a6446-910f-48d3-a240-8dc299d1927e","2022-04-12T14:02:09.7600436Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","f141e0b6-12e4-4c5c-a3d8-0763eba64128","2022-04-12T14:02:09.8508852Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_1","1ed01da6-6d4e-49d8-aba3-67a3b1509e2e","2022-04-12T14:02:09.7854041Z","android","3869","T-Mobile","t-mobile"
"20220412_14_1","28f4020b-2887-4f78-a3a4-07214224080e","2022-04-12T14:02:09.6656118Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_1","d5b3ad89-6727-4302-ab63-10bb87f947be","2022-04-12T14:02:09.8233542Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","a8be62d8-2656-4ffb-8c23-10c5bded7140","2022-04-12T14:02:09.8776813Z","ios","3871","T-Mobile","t-mobile"
"20220412_14_1","79b262af-c35e-48a0-9a5f-bf8faa2b05f2","2022-04-12T14:02:09.7372963Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","bb147ea1-52eb-4a15-b146-48064a10b1e4","2022-04-12T14:02:09.7784663Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","2cc6226e-3140-4d83-a3f3-aabf98097ac1","2022-04-12T14:02:09.7611397Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","bc06abd1-d94c-4289-b657-438d3643bed2","2022-04-12T14:02:09.9352011Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","54e15d93-3dea-4c90-960e-c38b57e0ee68","2022-04-12T14:02:10.0449828Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","f6c29904-23a7-4d57-86ff-f7165a40e535","2022-04-12T14:02:10.0515544Z","android","3672","T-Mobile","t-mobile"
"20220412_14_1","d1421ad3-ed05-404f-9884-8046ec7e74e3","2022-04-12T14:02:10.2695261Z","android","3870","T-Mobile","t-mobile"
"20220412_14_1","299e11ee-61ff-4502-99a6-66c8639e05ca","2022-04-12T14:02:10.1576557Z","android","3871","Metro","Metro"
"20220412_14_1","1a9ce322-b4b1-4108-9abf-e6672ed83cf1","2022-04-12T14:02:10.2034782Z","android","3868","T-Mobile","t-mobile"
"20220412_14_1","f0b68906-238b-443d-8f42-4e1d1bb5f93d","2022-04-12T14:02:10.1525879Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","71429a3c-5ca7-4587-bfde-aed2d131e911","2022-04-12T14:02:10.2378507Z","android","3871","T-Mobile","t-mobile"
"20220412_14_1","7162a6c6-2a44-498f-b701-8dfbac06f9a9","2022-04-12T14:02:10.1980738Z","ios","3868","Sprint","sprint"
"20220412_14_1","feff1c67-670c-4d13-9ccc-9c6cd354125e","2022-04-12T14:02:10.1879306Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","bbfbd23b-e867-4ba3-b9bf-39d8dc81aebf","2022-04-12T14:02:10.5113204Z","android","3870","T-Mobile","t-mobile"
"20220412_14_1","407528a0-b01e-4cdc-8307-a52c81cdb6d9","2022-04-12T14:02:10.3000164Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_1","0539b7f8-be9a-4f72-97e9-d331e0ae119f","2022-04-12T14:02:10.398627Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","f21fb498-eaea-4af5-aec6-9e7f67a89af2","2022-04-12T14:02:10.4127811Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","c38623de-dabd-425b-bafc-920b261afcaf","2022-04-12T14:02:10.4879757Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","00ade6ef-db0c-4571-9908-242b6d3f216c","2022-04-12T14:02:10.5252563Z","ios","3871","T-Mobile","t-mobile"
"20220412_14_1","ff6bbc1b-3aff-440e-900f-a5a7ad6babae","2022-04-12T14:02:10.6136584Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_1","96bfd627-b18f-4ab8-80b6-70aff9723fbf","2022-04-12T14:02:10.6110461Z","ios","3868","T-Mobile","t-mobile"
